"Campaign name","Campaign ID",Placement,Platform,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (INR)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Messaging conversations replied","Messaging conversations started","Unique CTR (all)","Cost per lead",Leads,"Leads conversion value","Ad delivery","Ad set delivery","Campaign delivery","Result rate","Cost per messaging conversation started","Reporting starts","Reporting ends"
"FB Ads - New Session - 27/04/2026",6910460698397,"Search results",facebook,inactive,campaign,128,589,4.6015625,"7-day click or 1-day view","Messaging conversations started",1,58.94785017,58.94785017,,,5,11.78957003,100.08123967,0.84889643,,1,,,,,,,inactive,0.16977929,58.94785017,2023-07-20,2026-08-19
"LPU Page Ads - May 2025",6699045369797,"Facebook Reels",facebook,inactive,campaign,832,1079,1.296875,"7-day click or 1-day view","Messaging conversations started",,57.86,,,,1,57.86,53.62372567,0.37071362,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Fb Ads -SK - 06/08/2026",6988772271597,"Facebook Stories",facebook,inactive,campaign,908,908,1,"7-day click or 1-day view","Messaging conversations started",1,57.50668303,57.50668303,,,8,7.18833538,63.33335136,0.77092511,,1,,,,,,,inactive,0.11013216,57.50668303,2023-07-20,2026-08-19
"FB Ads - 01/07/2026",6976611088797,"Explore home",instagram,active,campaign,16036,16036,1,"7-day click or 1-day view","Messaging conversations started",1,55.24949035,55.24949035,,,1,55.24949035,3.44534113,0.00623597,,1,,,,,,,active,0.00623597,55.24949035,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,"Facebook Stories",facebook,inactive,campaign,576,707,1.22743056,"7-day click or 1-day view","Messaging conversations started",,54.95024456,,,,4,13.73756114,77.72311819,0.70721358,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Punjab - 13/05",6715753772997,Marketplace,facebook,inactive,campaign,1280,1886,1.4734375,"7-day click or 1-day view","Messaging conversations started",,54.14177327,,,,3,18.04725776,28.70719686,0.15906681,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"New Engagement campaign",6931637948197,Feed,facebook,inactive,campaign,788,1045,1.32614213,"7-day click or 1-day view","Messaging conversations started",,53.87706085,,,,4,13.46926521,51.55699603,0.4784689,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Nov 2025 All Ads",6826267671197,Feed,instagram,inactive,campaign,544,580,1.06617647,"7-day click or 1-day view","Messaging conversations started",,53.27,,,,,,91.84482759,0.17241379,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Punjabi University",6642089283597,Explore,instagram,inactive,campaign,1920,2498,1.30104167,"7-day click or 1-day view","Messaging conversations started",,50.39,,,,6,8.39833333,20.17213771,0.52041633,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - Sept",6804632076597,Marketplace,facebook,inactive,campaign,704,1427,2.02698864,"7-day click or 1-day view","Messaging conversations started",1,49.28138337,49.28138337,,,3,16.42712779,34.53495681,0.21023125,,1,,,,,,,inactive,0.07007708,49.28138337,2023-07-20,2026-08-19
Skies,6832539425197,"Facebook Stories",facebook,inactive,campaign,324,388,1.19753086,"7-day click or 1-day view","Messaging conversations started",1,49.22100491,49.22100491,,,4,12.30525123,126.85826009,1.03092784,,1,,,,,,,inactive,0.25773196,49.22100491,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Campaign",6710313106597,Feed,facebook,inactive,campaign,307,354,1.15309446,"7-day click or 1-day view","Messaging conversations started",1,46.80944134,46.80944134,,,5,9.36188827,132.2300603,1.41242938,,1,,,,,,,inactive,0.28248588,46.80944134,2023-07-20,2026-08-19
"JGND - Punjab - MAY 2025",6699157867197,Explore,instagram,inactive,campaign,1616,1718,1.06311881,"7-day click or 1-day view","Messaging conversations started",1,46.66,46.66,,,4,11.665,27.15948778,0.34924331,,1,,,,,,,inactive,0.05820722,46.66,2023-07-20,2026-08-19
"Messages Ad: 🎓Admission Open for - Distance & Online Learning...",6703091270997,"Instagram Reels",instagram,inactive,campaign,3016,3199,1.06067639,"7-day click or 1-day view","Messaging conversations started",,46.41,,,,1,46.41,14.50765864,0.15629884,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Punjab - 13/05",6715753772997,"Explore home",instagram,inactive,campaign,3072,3788,1.23307292,"7-day click or 1-day view","Messaging conversations started",,43.70335937,,,,1,43.70335937,11.53731768,0.13199578,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Distance - 09/06/2026",6953152263197,"Facebook Stories",facebook,inactive,campaign,544,544,1,"7-day click or 1-day view","Messaging conversations started",,41.52,,,,6,6.92,76.32352941,1.10294118,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,"Feed: video feeds",facebook,inactive,campaign,928,1382,1.48922414,"7-day click or 1-day view","Messaging conversations started",1,40.82195629,40.82195629,,,10,4.08219563,29.53831859,0.7959479,,1,,,,,,,inactive,0.0723589,40.82195629,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,"Search results",facebook,inactive,campaign,240,345,1.4375,"7-day click or 1-day view","Messaging conversations started",1,37.62,37.62,,,1,37.62,109.04347826,0.28985507,,1,,,,,,,inactive,0.28985507,37.62,2023-07-20,2026-08-19
"MMU - 18/04/2025",6675281096797,"Instagram Stories",instagram,inactive,campaign,568,683,1.20246479,"7-day click or 1-day view","Messaging conversations started",,37,,,,,,54.1727672,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Punjab - 13/05",6715753772997,"Feed: video feeds",facebook,inactive,campaign,547,547,1,"7-day click or 1-day view","Messaging conversations started",,34.6447358,,,,8,4.33059198,63.33589727,1.64533821,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SKIES - 03/05/2026",6915936952597,"Facebook Stories",facebook,inactive,campaign,161,194,1.20496894,"7-day click or 1-day view","Messaging conversations started",1,34.23067631,34.23067631,,,2,17.11533815,176.4467851,1.03092784,,1,,,,,,,inactive,0.51546392,34.23067631,2023-07-20,2026-08-19
"FB Ads - 03/08/2026",6987226896197,"Facebook Reels",facebook,inactive,campaign,680,699,1.02794118,"7-day click or 1-day view","Messaging conversations started",,33.97910588,,,,2,16.98955294,48.61102415,1.00143062,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 14/06/2026",6959678385397,"Search results",facebook,inactive,campaign,256,264,1.03125,"7-day click or 1-day view","Messaging conversations started",,33.02967907,,,,2,16.51483954,125.11242072,0.75757576,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,"Search results",facebook,inactive,campaign,192,348,1.8125,"7-day click or 1-day view","Messaging conversations started",,32.92157768,,,,,,94.60223472,0.28735632,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"CU Oonline - MAY 2025",6699345212397,"Facebook Stories",facebook,inactive,campaign,561,655,1.16755793,"7-day click or 1-day view","Messaging conversations started",1,32.69277076,32.69277076,,,2,16.34638538,49.91262711,0.30534351,,1,,,,,,,inactive,0.15267176,32.69277076,2023-07-20,2026-08-19
"MMU - New",6673302606797,"Facebook Stories",facebook,inactive,campaign,700,777,1.11,"7-day click or 1-day view","Messaging conversations started",,32.02,,,,1,32.02,41.20978121,0.25740026,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads Online - 31/07/2026",6986086789197,"Facebook Stories",facebook,inactive,campaign,480,500,1.04166667,"7-day click or 1-day view","Messaging conversations started",,31.33964707,,,,6,5.22327451,62.67929414,1.4,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - Sept",6804632076597,"In-stream reels",facebook,inactive,campaign,192,503,2.61979167,"7-day click or 1-day view","Messaging conversations started",,30.45849394,,,,1,30.45849394,60.55366589,0.39761431,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,"Search results",facebook,inactive,campaign,338,338,1,"7-day click or 1-day view","Messaging conversations started",,29.73088624,,,,1,29.73088624,87.9612019,0.29585799,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 02/06/2026",6941440443997,"Facebook Stories",facebook,inactive,campaign,224,406,1.8125,"7-day click or 1-day view","Messaging conversations started",,29.41959281,,,,2,14.70979641,72.46205126,0.73891626,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - SET 18/04/2025",6675261135997,Feed,facebook,inactive,campaign,238,263,1.10504202,"7-day click or 1-day view","Messaging conversations started",,29.04,,,,,,110.41825095,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MBA - Degreecraft",6830713058997,"In-stream reels",facebook,inactive,campaign,1744,2259,1.29529817,"7-day click or 1-day view","Messaging conversations started",,28.40097917,,,,14,2.02864137,12.57236794,0.61974325,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"JGND - Punjab - MAY 2025",6699157867197,"In-stream reels",facebook,inactive,campaign,2544,2959,1.16312893,"7-day click or 1-day view","Messaging conversations started",,28.15,,,,12,2.34583333,9.5133491,0.40554241,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - SET 18/04/2025",6675261135997,"Instagram Stories",instagram,inactive,campaign,433,477,1.10161663,"7-day click or 1-day view","Messaging conversations started",,28.07,,,,2,14.035,58.84696017,0.41928721,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,Marketplace,facebook,inactive,campaign,288,698,2.42361111,"7-day click or 1-day view","Messaging conversations started",1,27.93133854,27.93133854,,,7,3.99019122,40.01624432,0.28653295,,1,,,,,,,inactive,0.14326648,27.93133854,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Campaign",6710313106597,"Facebook Reels",facebook,inactive,campaign,588,771,1.31122449,"7-day click or 1-day view","Messaging conversations started",,27.51845984,,,,2,13.75922992,35.69190641,0.51880674,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB - March 2026 – Copy",6882908660797,"Facebook Stories",facebook,inactive,campaign,796,904,1.13567839,"7-day click or 1-day view","Messaging conversations started",,27.34,,,,2,13.67,30.24336283,0.33185841,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Messages Ad: 🎓Admission Open for - Distance & Online Learning...",6703091270997,"Instagram Stories",instagram,inactive,campaign,1184,1269,1.07179054,"7-day click or 1-day view","Messaging conversations started",,26.87,,,,3,8.95666667,21.17415288,0.31520883,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Nov 2025 All Ads",6826267671197,Feed,facebook,inactive,campaign,219,244,1.11415525,"7-day click or 1-day view","Messaging conversations started",,26.67,,,,,,109.30327869,1.63934426,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,"Search results",facebook,inactive,campaign,145,145,1,"7-day click or 1-day view","Messaging conversations started",,26.64011856,,,,3,8.88003952,183.72495561,2.06896552,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Campaign",6710313106597,"Instagram Stories",instagram,inactive,campaign,517,605,1.17021277,"7-day click or 1-day view","Messaging conversations started",,26.58647996,,,,4,6.64661999,43.94459497,0.66115702,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads Online - 07/08/2026",6989431968797,"Facebook Stories",facebook,inactive,campaign,48,89,1.85416667,"7-day click or 1-day view","Messaging conversations started",,26.33,,,,1,26.33,295.84269663,2.24719101,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Nov 2025 All Ads",6826267671197,"Instagram Stories",instagram,inactive,campaign,455,492,1.08131868,"7-day click or 1-day view","Messaging conversations started",,26.05,,,,2,13.025,52.94715447,0.40650407,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"CU Oonline - MAY 2025",6699345212397,"Search results",facebook,inactive,campaign,163,163,1,"7-day click or 1-day view","Messaging conversations started",,25.8580103,,,,1,25.8580103,158.63809998,0.61349693,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads Online - 31/07/2026",6986086789197,"In-stream reels",facebook,inactive,campaign,288,452,1.56944444,"7-day click or 1-day view","Messaging conversations started",1,25.09971734,25.09971734,,,7,3.58567391,55.5303481,1.7699115,,1,,,,,,,inactive,0.22123894,25.09971734,2023-07-20,2026-08-19
"MBA - Degreecraft",6830713058997,"Search results",facebook,inactive,campaign,205,205,1,"7-day click or 1-day view","Messaging conversations started",,23.75081885,,,,2,11.87540943,115.85765293,0.97560976,,,,,,,,,inactive,,,2023-07-20,2026-08-19
DegreeCraft,6769014077597,Explore,instagram,inactive,campaign,306,306,1,"7-day click or 1-day view","Messaging conversations started",,22.63,,,,1,22.63,73.95424837,0.32679739,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Online",6723178659597,"Instagram Reels",instagram,inactive,campaign,582,603,1.03608247,"7-day click or 1-day view","Messaging conversations started",,22.61,,,,,,37.49585406,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - Sept",6804632076597,"Explore home",instagram,inactive,campaign,1665,1665,1,"7-day click or 1-day view","Messaging conversations started",,21.8317528,,,,1,21.8317528,13.11216384,0.06006006,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Punjab",6641565898197,"Feed: video feeds",facebook,inactive,campaign,1648,2259,1.37075243,"7-day click or 1-day view","Link clicks",15,21.78042089,1.45202806,,,15,1.45202806,9.64162058,0.97388225,,,,,,,,,inactive,0.66401062,,2023-07-20,2026-08-19
"New Engagement campaign",6931637948197,"Facebook Reels",facebook,inactive,campaign,244,426,1.74590164,"7-day click or 1-day view","Messaging conversations started",2,21.75477536,10.87738768,,,3,7.25159179,51.0675478,0.93896714,,2,,,,,,,inactive,0.46948357,10.87738768,2023-07-20,2026-08-19
"FB Online Ads - 13/05/2026",6924458397597,Marketplace,facebook,inactive,campaign,16,41,2.5625,"7-day click or 1-day view","Messaging conversations started",,21.69970648,,,,,,529.26113364,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 01/07/2026",6976611088797,Marketplace,facebook,active,campaign,1736,1736,1,"7-day click or 1-day view","Messaging conversations started",1,21.6698001,21.6698001,,,3,7.2232667,12.48260375,0.28801843,,1,,,,,,,active,0.05760369,21.6698001,2023-07-20,2026-08-19
"CU Oonline - MAY 2025",6699345212397,"In-stream reels",facebook,inactive,campaign,593,778,1.31197302,"7-day click or 1-day view","Messaging conversations started",,21.50497838,,,,4,5.37624459,27.64136038,0.51413882,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Fb Ads -SK - 06/08/2026",6988772271597,"Search results",facebook,inactive,campaign,139,139,1,"7-day click or 1-day view","Messaging conversations started",,21.32876976,,,,1,21.32876976,153.44438678,0.71942446,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Distance Education Patiala",6668282295797,"Feed: video feeds",facebook,inactive,campaign,480,911,1.89791667,"7-day click or 1-day view","Messaging conversations started",1,21.16985248,21.16985248,,,5,4.2339705,23.23803784,0.87815587,,1,,,,,,,inactive,0.10976948,21.16985248,2023-07-20,2026-08-19
"SKIES - 03/05/2026",6915936952597,Marketplace,facebook,inactive,campaign,82,103,1.25609756,"7-day click or 1-day view","Messaging conversations started",,20.99041472,,,,,,203.79043413,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,"Facebook profile feed",facebook,inactive,campaign,187,187,1,"7-day click or 1-day view","Messaging conversations started",,20.94,,,,1,20.94,111.97860963,0.53475936,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - 18/04/2025",6675281096797,"Facebook Stories",facebook,inactive,campaign,182,200,1.0989011,"7-day click or 1-day view","Messaging conversations started",2,19.34,9.67,,,3,6.44666667,96.7,2.5,,2,,,,,,,inactive,1,9.67,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,"Feed: video feeds",facebook,inactive,campaign,288,461,1.60069444,"7-day click or 1-day view","Messaging conversations started",,19.20057235,,,,3,6.40019078,41.64983156,1.0845987,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK- LPU - Facebook + Insta + Whtsapp Ads",6612219196197,"Search results",facebook,inactive,campaign,56,79,1.41071429,"7-day click or 1-day view","Messaging conversations started",,19.12149803,,,,1,19.12149803,242.04427883,1.26582278,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Fb Ads -SK - 06/08/2026",6988772271597,"Explore home",instagram,inactive,campaign,3456,3536,1.02314815,"7-day click or 1-day view","Messaging conversations started",,19.02890242,,,,,,5.38147693,0.02828054,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 14/06/2026",6959678385397,"In-stream reels",facebook,inactive,campaign,123,123,1,"7-day click or 1-day view","Messaging conversations started",,17.65982841,,,,,,143.57584073,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
Skies,6832539425197,"In-stream reels",facebook,inactive,campaign,650,910,1.4,"7-day click or 1-day view","Messaging conversations started",,17.59035913,,,,10,1.75903591,19.33006498,0.98901099,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 08/07/2026",6979195968197,Feed,instagram,inactive,campaign,340,341,1.00294118,"7-day click or 1-day view","Messaging conversations started",,17.17,,,,,,50.35190616,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Feb Ads - 31st Jan",6861084796197,"Facebook profile feed",facebook,inactive,campaign,640,681,1.0640625,"7-day click or 1-day view","Messaging conversations started",,16.600035,,,,1,16.600035,24.37596916,0.14684288,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - New Session - 27/04/2026",6910460698397,"In-stream reels",facebook,inactive,campaign,512,519,1.01367188,"7-day click or 1-day view","Messaging conversations started",2,16.58939498,8.29469749,,,8,2.07367437,31.96415218,1.54142582,,2,,,,,,,inactive,0.38535645,8.29469749,2023-07-20,2026-08-19
"JGND - Punjab - MAY 2025",6699157867197,"Feed: video feeds",facebook,inactive,campaign,640,801,1.2515625,"7-day click or 1-day view","Messaging conversations started",,15.91,,,,3,5.30333333,19.86267166,0.62421973,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,"Facebook profile feed",facebook,inactive,campaign,672,723,1.07589286,"7-day click or 1-day view","Messaging conversations started",1,15.86047278,15.86047278,,,1,15.86047278,21.93703013,0.27662517,,1,,,,,,,inactive,0.13831259,15.86047278,2023-07-20,2026-08-19
"LPU Online",6723178659597,Feed,instagram,inactive,campaign,176,192,1.09090909,"7-day click or 1-day view","Messaging conversations started",,15.79,,,,1,15.79,82.23958333,1.04166667,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 01/07/2026",6976611088797,"Facebook profile feed",facebook,active,campaign,682,682,1,"7-day click or 1-day view","Messaging conversations started",,15.61985591,,,,5,3.12397118,22.90301454,1.02639296,,,,,,,,,active,,,2023-07-20,2026-08-19
"LPU Punjab",6641565898197,"Facebook Stories",facebook,inactive,campaign,3184,3303,1.03737437,"7-day click or 1-day view","Link clicks",12,15.38029722,1.28169143,,,12,1.28169143,4.65646298,0.36330609,,,,,,,,,inactive,0.36330609,,2023-07-20,2026-08-19
"Messages Ad: 🎓Admission Open for - Distance & Online Learning...",6703091270997,Feed,facebook,inactive,campaign,400,438,1.095,"7-day click or 1-day view","Messaging conversations started",,14.77,,,,1,14.77,33.72146119,0.456621,,,,,,,,,inactive,,,2023-07-20,2026-08-19
DegreeCraft,6769014077597,"Search results",facebook,inactive,campaign,93,93,1,"7-day click or 1-day view","Messaging conversations started",1,14.68,14.68,,,1,14.68,157.84946237,1.07526882,,1,,,,,,,inactive,1.07526882,14.68,2023-07-20,2026-08-19
"MMU - New",6673302606797,"Feed: video feeds",facebook,inactive,campaign,132,145,1.09848485,"7-day click or 1-day view","Messaging conversations started",,14.25,,,,1,14.25,98.27586207,0.68965517,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 22/03/2026",6887028626197,Marketplace,facebook,inactive,campaign,128,200,1.5625,"7-day click or 1-day view","Messaging conversations started",,14.20007525,,,,,,71.00037623,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,"In-stream reels",facebook,inactive,campaign,144,159,1.10416667,"7-day click or 1-day view","Messaging conversations started",,14.05,,,,1,14.05,88.36477987,0.62893082,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025",6699121217397,"Feed: video feeds",facebook,inactive,campaign,448,555,1.23883929,"7-day click or 1-day view","Messaging conversations started",,14.03,,,,5,2.806,25.27927928,1.08108108,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,Marketplace,facebook,inactive,campaign,192,331,1.72395833,"7-day click or 1-day view","Messaging conversations started",,13.70040839,,,,1,13.70040839,41.39096191,0.3021148,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - 26/04",6685419908397,Explore,instagram,inactive,campaign,648,771,1.18981481,"7-day click or 1-day view","Messaging conversations started",,13.25013463,,,,3,4.41671154,17.18564803,0.64850843,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK- LPU - Facebook + Insta + Whtsapp Ads",6612219196197,Marketplace,facebook,inactive,campaign,214,243,1.13551402,"7-day click or 1-day view","Messaging conversations started",,13.13728835,,,,,,54.06291503,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - Sept",6804632076597,"Facebook profile feed",facebook,inactive,campaign,496,496,1,"7-day click or 1-day view","Messaging conversations started",,12.75518158,,,,,,25.71609189,0.2016129,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads Online - 31/07/2026",6986086789197,"Search results",facebook,inactive,campaign,144,150,1.04166667,"7-day click or 1-day view","Messaging conversations started",1,12.64985754,12.64985754,,,2,6.32492877,84.33238362,0.66666667,,1,,,,,,,inactive,0.66666667,12.64985754,2023-07-20,2026-08-19
MMU,6671478791197,Explore,instagram,inactive,campaign,400,413,1.0325,"7-day click or 1-day view","Messaging conversations started",,12.64,,,,2,6.32,30.60532688,0.72639225,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Feb Ads - 31st Jan",6861084796197,"Instagram search results",instagram,inactive,campaign,1428,1428,1,"7-day click or 1-day view","Messaging conversations started",,12.45002625,,,,2,6.22501312,8.71850578,0.28011204,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Online",6723178659597,Feed,facebook,inactive,campaign,89,103,1.15730337,"7-day click or 1-day view","Messaging conversations started",,12.34,,,,,,119.80582524,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Distance Education Patiala",6668282295797,"Facebook profile feed",facebook,inactive,campaign,256,362,1.4140625,"7-day click or 1-day view","Messaging conversations started",,12.2699145,,,,,,33.89479142,0.27624309,,,,,,,,,inactive,,,2023-07-20,2026-08-19
DegreeCraft,6769014077597,"Facebook profile feed",facebook,inactive,campaign,296,323,1.09121622,"7-day click or 1-day view","Messaging conversations started",,12.1,,,,,,37.46130031,0.30959752,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Feb Ads - 31st Jan",6861084796197,Explore,instagram,inactive,campaign,0,520,0,"7-day click or 1-day view","Messaging conversations started",,11.60002446,,,,3,3.86667482,22.30773934,0.38461538,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - 26/04",6685419908397,"Facebook Stories",facebook,inactive,campaign,336,348,1.03571429,"7-day click or 1-day view","Messaging conversations started",,11.55011736,,,,,,33.18999241,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK- LPU - Facebook + Insta + Whtsapp Ads",6612219196197,"In-stream reels",facebook,inactive,campaign,254,266,1.04724409,"7-day click or 1-day view","Messaging conversations started",1,11.53883502,11.53883502,,,7,1.648405,43.37907901,2.63157895,,1,,,,,,,inactive,0.37593985,11.53883502,2023-07-20,2026-08-19
"SK- LPU - Facebook + Insta + Whtsapp Ads",6612219196197,"Facebook profile feed",facebook,inactive,campaign,206,216,1.04854369,"7-day click or 1-day view","Messaging conversations started",,11.38898002,,,,,,52.72675934,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 14/06/2026",6959678385397,Marketplace,facebook,inactive,campaign,512,852,1.6640625,"7-day click or 1-day view","Messaging conversations started",,11.35988962,,,,1,11.35988962,13.33320378,0.11737089,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"CU Oonline - MAY 2025",6699345212397,"Feed: video feeds",facebook,inactive,campaign,160,183,1.14375,"7-day click or 1-day view","Messaging conversations started",,11.16777844,,,,3,3.72259281,61.0261117,1.63934426,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,Marketplace,facebook,inactive,campaign,144,254,1.76388889,"7-day click or 1-day view","Messaging conversations started",,11.15,,,,1,11.15,43.8976378,0.39370079,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,"Explore home",instagram,inactive,campaign,704,914,1.29829545,"7-day click or 1-day view","Messaging conversations started",,11.05,,,,,,12.08971554,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - New Session - 27/04/2026",6910460698397,"Instagram search results",instagram,inactive,campaign,768,1001,1.30338542,"7-day click or 1-day view","Messaging conversations started",1,11.02959775,11.02959775,,,2,5.51479887,11.01857917,0.2997003,,1,,,,,,,inactive,0.0999001,11.02959775,2023-07-20,2026-08-19
DegreeCraft,6769014077597,"In-stream reels",facebook,inactive,campaign,136,221,1.625,"7-day click or 1-day view","Messaging conversations started",,10.67,,,,2,5.335,48.28054299,0.90497738,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SKIES - 03/05/2026",6915936952597,"Search results",facebook,inactive,campaign,16,26,1.625,"7-day click or 1-day view","Messaging conversations started",,10.59020923,,,,,,407.3157398,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - New",6673302606797,"In-stream reels",facebook,inactive,campaign,488,597,1.22336066,"7-day click or 1-day view","Messaging conversations started",,9.95,,,,6,1.65833333,16.66666667,1.00502513,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK- LPU - Facebook + Insta + Whtsapp Ads",6612219196197,"Explore home",instagram,inactive,campaign,738,1381,1.87127371,"7-day click or 1-day view","Messaging conversations started",,9.88043968,,,,,,7.15455444,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - SET 18/04/2025",6675261135997,"Facebook Reels",facebook,inactive,campaign,93,107,1.15053763,"7-day click or 1-day view","Messaging conversations started",,9.78,,,,,,91.40186916,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SKIES - 03/05/2026",6915936952597,"In-stream reels",facebook,inactive,campaign,236,290,1.22881356,"7-day click or 1-day view","Messaging conversations started",,9.34018454,,,,2,4.67009227,32.20753289,0.68965517,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Post: ""Want to Study Overseas?""",6881723895197,"Instagram Stories",instagram,inactive,campaign,343,353,1.02915452,"7-day click or 1-day view","Link clicks",4,8.96,2.24,,,4,2.24,25.38243626,1.13314448,,,,,,,,,inactive,1.13314448,,2023-07-20,2026-08-19
"JGND - Punjab - MAY 2025",6699157867197,"Search results",facebook,inactive,campaign,251,251,1,"7-day click or 1-day view","Messaging conversations started",1,8.86,8.86,,,6,1.47666667,35.29880478,1.5936255,,1,,,,,,,inactive,0.39840637,8.86,2023-07-20,2026-08-19
"LPU Page Ads - May 2025",6699045369797,Explore,instagram,inactive,campaign,448,507,1.13169643,"7-day click or 1-day view","Messaging conversations started",,8.82,,,,2,4.41,17.3964497,0.59171598,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 03/08/2026",6987226896197,"Facebook Stories",facebook,inactive,campaign,103,103,1,"7-day click or 1-day view","Messaging conversations started",,8.7597695,,,,,,85.04630581,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
